Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActive Cases,Location Level,CityorRegency,Province,Country,Continent,Island,TimeZone,Special Status,Total Regencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeaths perMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
19,ID-KS,Kalimantan Selatan,68,2,42,24,16805,616,14979,1210,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,16.90,4177.18,0.50,153.12,3.67%,89.13%,5.23,0.67
19,ID-KT,Kalimantan Tengah,65,0,0,65,11100,201,5054,5845,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,25.29,4318.58,0.00,78.20,1.81%,45.53%,1.63,1.00
19,ID-KI,Kalimantan Timur,463,9,389,65,34429,890,27651,5888,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,130.34,9692.33,2.53,250.55,2.59%,80.31%,1.31,1.13
19,ID-KU,Kalimantan Utara,188,0,0,188,5858,64,2292,3502,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,289.94,9034.45,0.00,98.70,1.09%,39.13%,4.70,1.00
19,ID-BB,Kepulauan Bangka Belitung,43,1,42,0,3584,66,2906,612,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,31.16,2597.54,0.72,47.83,1.84%,81.08%,0.72,0.50
19,ID-KR,Kepulauan Riau,30,0,31,-1,7669,188,6798,683,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,15.55,3974.81,0.00,97.44,2.45%,88.64%,0.35,0.00
19,ID-LA,Lampung,124,7,145,-28,8352,434,5719,2199,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,13.63,918.25,0.77,47.72,5.20%,68.47%,1.46,1.17
19,ID-MA,Maluku,32,0,33,-1,6141,81,4946,1114,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,17.32,3324.68,0.00,43.85,1.32%,80.54%,1.10,0.00
19,ID-MU,Maluku Utara,15,1,0,14,3149,95,2634,420,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,11.47,2407.86,0.76,72.64,3.02%,83.65%,0.79,
19,ID-NB,Nusa Tenggara Barat,65,2,0,63,6643,266,4004,2373,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,12.33,1260.47,0.38,50.47,4.00%,60.27%,1.86,2.00
19,ID-NT,Nusa Tenggara Timur,7,0,0,7,3152,90,1701,1361,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.29,582.48,0.00,16.63,2.86%,53.97%,0.07,0.00
19,ID-PA,Papua,109,0,9,100,14247,159,8163,5925,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,25.11,3282.46,0.00,36.63,1.12%,57.30%,3.52,0.00
19,ID-PB,Papua Barat,12,0,10,2,6406,106,5778,522,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,10.52,5615.84,0.00,92.93,1.65%,90.20%,0.57,0.00
19,ID-RI,Riau,167,4,142,21,27626,646,25457,1523,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,27.49,4548.16,0.66,106.35,2.34%,92.15%,1.90,0.67
19,ID-SR,Sulawesi Barat,16,0,0,16,2547,58,1718,771,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,10.26,1632.71,0.00,37.18,2.28%,67.45%,,1.00
19,ID-SN,Sulawesi Selatan,658,1,518,139,42355,694,36164,5497,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,69.80,4493.00,0.11,73.62,1.64%,85.38%,1.00,0.20
19,ID-ST,Sulawesi Tengah,134,1,183,-50,5799,152,3576,2071,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,45.34,1962.06,0.34,51.43,2.62%,61.67%,4.47,0.33
19,ID-SG,Sulawesi Tenggara,48,0,35,13,8900,171,7347,1382,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,18.21,3377.02,0.00,64.88,1.92%,82.55%,3.00,1.00
19,ID-SA,Sulawesi Utara,119,1,63,55,11604,357,8369,2878,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,45.04,4392.32,0.38,135.13,3.08%,72.12%,0.82,
19,ID-SB,Sumatera Barat,108,0,59,49,25743,566,18525,6652,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,19.57,4664.22,0.00,102.55,2.20%,71.96%,3.09,0.00
19,ID-SS,Sumatera Selatan,104,3,87,14,13226,645,10658,1923,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.66,1609.48,0.37,78.49,4.88%,80.58%,1.93,0.60
19,ID-SU,Sumatera Utara,78,1,86,-9,19799,716,17058,2025,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.24,1331.04,0.07,48.13,3.62%,86.16%,1.05,0.25
20,ID-AC,Aceh,18,1,28,-11,9089,377,7548,1164,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,3.43,1732.14,0.19,71.85,4.15%,83.05%,1.13,
20,ID-BA,Bali,494,0,0,494,22271,558,12768,8945,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,117.17,5282.28,0.00,132.35,2.51%,57.33%,2.00,1.00
20,ID-BT,Banten,286,0,87,199,22824,425,11337,11062,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,26.67,2128.63,0.00,39.64,1.86%,49.67%,1.56,0.00
20,ID-BE,Bengkulu,20,1,0,19,4313,136,3948,229,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,10.00,2157.00,0.50,68.02,3.15%,91.54%,0.80,
20,ID-JK,DKI Jakarta,3786,33,3770,-17,236075,3847,210741,21487,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,349.06,21765.80,3.04,354.69,1.63%,89.27%,1.48,0.83
20,ID-YO,Daerah Istimewa Yogyakarta,287,13,188,86,17802,408,11949,5445,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,79.04,4902.76,3.58,112.37,2.29%,67.12%,1.00,13.00
20,ID-GO,Gorontalo,14,1,9,4,4122,108,3877,137,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,11.86,3491.29,0.85,91.47,2.62%,94.06%,0.50,
20,ID-JA,Jambi,32,0,35,-3,4056,61,2795,1200,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,9.16,1161.06,0.00,17.46,1.50%,68.91%,0.65,1.00
20,ID-JB,Jawa Barat,1814,13,1489,312,117570,1412,95622,20536,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,40.17,2603.33,0.29,31.27,1.20%,81.33%,1.08,0.54
20,ID-JT,Jawa Tengah,1775,25,529,1221,107851,4383,69717,33751,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,48.81,2965.87,0.69,120.53,4.06%,64.64%,1.10,0.24
20,ID-JI,Jawa Timur,955,78,830,47,102152,7135,87381,7636,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,23.59,2523.58,1.93,176.26,6.98%,85.54%,0.98,0.88
20,ID-KB,Kalimantan Barat,32,0,28,4,3634,28,3266,340,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,5.90,670.13,0.00,5.16,0.77%,89.87%,0.71,1.00
20,ID-KS,Kalimantan Selatan,32,2,44,-14,16837,618,15023,1196,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,7.95,4185.13,0.50,153.61,3.67%,89.23%,0.47,1.00
20,ID-KT,Kalimantan Tengah,62,0,0,62,11162,201,5054,5907,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,24.12,4342.70,0.00,78.20,1.80%,45.28%,0.95,1.00
20,ID-KI,Kalimantan Timur,543,10,327,206,34972,900,27978,6094,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,152.86,9845.19,2.82,253.36,2.57%,80.00%,1.17,1.11
20,ID-KU,Kalimantan Utara,191,0,0,191,6049,64,2292,3693,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,294.57,9329.02,0.00,98.70,1.06%,37.89%,1.02,1.00
20,ID-BB,Kepulauan Bangka Belitung,55,3,87,-35,3639,69,2993,577,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,39.86,2637.40,2.17,50.01,1.90%,82.25%,1.28,3.00
20,ID-KR,Kepulauan Riau,34,1,28,5,7703,189,6826,688,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,17.62,3992.43,0.52,97.96,2.45%,88.61%,1.13,
20,ID-LA,Lampung,174,2,87,85,8526,436,5806,2284,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,19.13,937.38,0.22,47.94,5.11%,68.10%,1.40,0.29
20,ID-MA,Maluku,7,0,15,-8,6148,81,4961,1106,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,3.79,3328.47,0.00,43.85,1.32%,80.69%,0.22,1.00
20,ID-MU,Maluku Utara,85,0,4,81,3234,95,2638,501,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,64.99,2472.85,0.00,72.64,2.94%,81.57%,5.67,0.00
20,ID-NB,Nusa Tenggara Barat,64,0,0,64,6707,266,4004,2437,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,12.14,1272.62,0.00,50.47,3.97%,59.70%,0.98,0.00
20,ID-NT,Nusa Tenggara Timur,192,4,34,154,3344,94,1735,1515,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,35.48,617.96,0.74,17.37,2.81%,51.88%,27.43,
20,ID-PA,Papua,60,0,6,54,14307,159,8169,5979,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,13.82,3296.28,0.00,36.63,1.11%,57.10%,0.55,1.00
20,ID-PB,Papua Barat,8,0,6,2,6414,106,5784,524,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,7.01,5622.86,0.00,92.93,1.65%,90.18%,0.67,1.00
20,ID-RI,Riau,122,5,150,-33,27748,651,25607,1490,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,20.09,4568.25,0.82,107.18,2.35%,92.28%,0.73,1.25
20,ID-SR,Sulawesi Barat,2,1,17,-16,2549,59,1735,755,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,1633.99,0.64,37.82,2.31%,68.07%,0.13,
20,ID-SN,Sulawesi Selatan,661,4,626,31,43016,698,36790,5528,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,70.12,4563.12,0.42,74.04,1.62%,85.53%,1.00,4.00
20,ID-ST,Sulawesi Tengah,132,2,128,2,5931,154,3704,2073,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,44.66,2006.72,0.68,52.11,2.60%,62.45%,0.99,2.00
20,ID-SG,Sulawesi Tenggara,39,0,44,-5,8939,171,7391,1377,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,14.80,3391.82,0.00,64.88,1.91%,82.68%,0.81,1.00
20,ID-SA,Sulawesi Utara,235,2,45,188,11839,359,8414,3066,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,88.95,4481.27,0.76,135.89,3.03%,71.07%,1.97,2.00
20,ID-SB,Sumatera Barat,167,7,17,143,25910,573,18542,6795,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,30.26,4694.48,1.27,103.82,2.21%,71.56%,1.55,
20,ID-SS,Sumatera Selatan,110,1,127,-18,13336,646,10785,1905,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.39,1622.87,0.12,78.61,4.84%,80.87%,1.06,0.33
20,ID-SU,Sumatera Utara,80,2,90,-12,19879,718,17148,2013,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.38,1336.41,0.13,48.27,3.61%,86.26%,1.03,2.00
21,ID-AC,Aceh,11,0,36,-25,9100,377,7584,1139,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,2.10,1734.24,0.00,71.85,4.14%,83.34%,0.61,0.00
21,ID-BA,Bali,483,0,0,483,22754,558,12768,9428,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,114.56,5396.84,0.00,132.35,2.45%,56.11%,0.98,1.00
21,ID-BT,Banten,236,3,2,231,23060,428,11339,11293,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,22.01,2150.64,0.28,39.92,1.86%,49.17%,0.83,
21,ID-BE,Bengkulu,50,0,0,50,4363,136,3948,279,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,25.01,2182.00,0.00,68.02,3.12%,90.49%,2.50,0.00
21,ID-JK,DKI Jakarta,3151,30,2570,551,239226,3877,213311,22038,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,290.52,22056.32,2.77,357.45,1.62%,89.17%,0.83,0.91
21,ID-YO,Daerah Istimewa Yogyakarta,456,9,207,240,18258,417,12156,5685,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,125.58,5028.35,2.48,114.84,2.28%,66.58%,1.59,0.69
21,ID-GO,Gorontalo,7,0,2,5,4129,108,3879,142,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.93,3497.22,0.00,91.47,2.62%,93.95%,0.50,0.00
21,ID-JA,Jambi,71,0,18,53,4127,61,2813,1253,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,20.32,1181.39,0.00,17.46,1.48%,68.16%,2.22,1.00
21,ID-JB,Jawa Barat,1228,73,1595,-440,118798,1485,97217,20096,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,27.19,2630.53,1.62,32.88,1.25%,81.83%,0.68,5.62
21,ID-JT,Jawa Tengah,1976,101,1120,755,109827,4484,70837,34506,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,54.34,3020.21,2.78,123.31,4.08%,64.50%,1.11,4.04
21,ID-JI,Jawa Timur,1134,60,973,101,103286,7195,88354,7737,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,28.01,2551.59,1.48,177.75,6.97%,85.54%,1.19,0.77
21,ID-KB,Kalimantan Barat,25,0,30,-5,3659,28,3296,335,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,4.61,674.74,0.00,5.16,0.77%,90.08%,0.78,1.00
21,ID-KS,Kalimantan Selatan,106,2,77,27,16943,620,15100,1223,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,26.35,4211.48,0.50,154.11,3.66%,89.12%,3.31,1.00
21,ID-KT,Kalimantan Tengah,54,0,0,54,11216,201,5054,5961,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,21.01,4363.71,0.00,78.20,1.79%,45.06%,0.87,1.00
21,ID-KI,Kalimantan Timur,496,7,297,192,35468,907,28275,6286,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,139.63,9984.82,1.97,255.34,2.56%,79.72%,0.91,0.70
21,ID-KU,Kalimantan Utara,49,0,0,49,6098,64,2292,3742,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,75.57,9404.59,0.00,98.70,1.05%,37.59%,0.26,1.00
21,ID-BB,Kepulauan Bangka Belitung,79,5,60,14,3718,74,3053,591,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,57.26,2694.66,3.62,53.63,1.99%,82.11%,1.44,1.67
21,ID-KR,Kepulauan Riau,30,2,17,11,7733,191,6843,699,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,15.55,4007.98,1.04,98.99,2.47%,88.49%,0.88,2.00
21,ID-LA,Lampung,128,5,217,-94,8654,441,6023,2190,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,14.07,951.45,0.55,48.49,5.10%,69.60%,0.74,2.50
21,ID-MA,Maluku,17,0,32,-15,6165,81,4993,1091,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,9.20,3337.67,0.00,43.85,1.31%,80.99%,2.43,1.00
21,ID-MU,Maluku Utara,7,0,0,7,3241,95,2638,508,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,5.35,2478.20,0.00,72.64,2.93%,81.39%,0.08,1.00
21,ID-NB,Nusa Tenggara Barat,90,0,0,90,6797,266,4004,2527,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,17.08,1289.69,0.00,50.47,3.91%,58.91%,1.41,1.00
21,ID-NT,Nusa Tenggara Timur,44,0,25,19,3388,94,1760,1534,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,8.13,626.09,0.00,17.37,2.77%,51.95%,0.23,0.00
21,ID-PA,Papua,90,0,18,72,14397,159,8187,6051,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,20.74,3317.02,0.00,36.63,1.10%,56.87%,1.50,1.00
21,ID-PB,Papua Barat,48,1,32,15,6462,107,5816,539,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,42.08,5664.94,0.88,93.80,1.66%,90.00%,6.00,
21,ID-RI,Riau,137,4,96,37,27885,655,25703,1527,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,22.55,4590.80,0.66,107.83,2.35%,92.18%,1.12,0.80
21,ID-SR,Sulawesi Barat,241,4,4,233,2790,63,1739,988,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,154.49,1788.48,2.56,40.39,2.26%,62.33%,120.50,4.00
21,ID-SN,Sulawesi Selatan,645,2,643,0,43661,700,37433,5528,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,68.42,4631.54,0.21,74.26,1.60%,85.74%,0.98,0.50
21,ID-ST,Sulawesi Tengah,80,2,50,28,6011,156,3754,2101,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,27.07,2033.79,0.68,52.78,2.60%,62.45%,0.61,1.00
21,ID-SG,Sulawesi Tenggara,77,1,1,75,9016,172,7392,1452,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,29.22,3421.03,0.38,65.26,1.91%,81.99%,1.97,
21,ID-SA,Sulawesi Utara,92,2,83,7,11931,361,8497,3073,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,34.82,4516.10,0.76,136.64,3.03%,71.22%,0.39,1.00
21,ID-SB,Sumatera Barat,181,4,49,128,26091,577,18591,6923,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,32.79,4727.28,0.72,104.54,2.21%,71.25%,1.08,0.57
21,ID-SS,Sumatera Selatan,101,6,49,46,13437,652,10834,1951,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.29,1635.16,0.73,79.34,4.85%,80.63%,0.92,6.00
21,ID-SU,Sumatera Utara,83,1,80,2,19962,719,17228,2015,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.58,1341.99,0.07,48.34,3.60%,86.30%,1.04,0.50

