Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActive Cases,Location Level,CityorRegency,Province,Country,Continent,Island,TimeZone,Special Status,Total Regencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeaths perMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
13,ID-ST,Sulawesi Tengah,113,0,90,23,5130,139,2802,2189,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,38.23,1735.71,0.00,47.03,2.71%,54.62%,0.45,0.00
13,ID-SG,Sulawesi Tenggara,91,1,21,69,8590,166,7128,1296,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,34.53,3259.39,0.38,62.99,1.93%,82.98%,1.30,1.00
13,ID-SA,Sulawesi Utara,94,1,37,56,10793,347,7813,2633,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,35.58,4085.34,0.38,131.35,3.22%,72.39%,1.19,0.50
13,ID-SB,Sumatera Barat,170,4,43,123,24790,553,18347,5890,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,30.80,4491.56,0.72,100.19,2.23%,74.01%,1.53,1.00
13,ID-SS,Sumatera Selatan,80,2,76,2,12724,623,10272,1829,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.74,1548.39,0.24,75.81,4.90%,80.73%,1.08,2.00
13,ID-SU,Sumatera Utara,96,4,91,1,19308,705,16539,2064,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.45,1298.03,0.27,47.40,3.65%,85.66%,1.07,4.00
14,ID-AC,Aceh,11,2,13,-4,9002,371,7314,1317,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,2.10,1715.56,0.38,70.70,4.12%,81.25%,0.46,1.00
14,ID-BA,Bali,297,0,0,297,20400,558,12768,7074,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,70.44,4838.51,0.00,132.35,2.74%,62.59%,1.11,1.00
14,ID-BT,Banten,240,5,31,204,21289,419,10967,9903,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,22.38,1985.47,0.47,39.08,1.97%,51.51%,1.30,5.00
14,ID-BE,Bengkulu,17,3,81,-67,4164,133,3698,333,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,8.50,2082.48,1.50,66.52,3.19%,88.81%,0.33,
14,ID-JK,DKI Jakarta,3165,43,2075,1047,217893,3638,193632,20623,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,291.81,20089.44,3.96,335.42,1.67%,88.87%,0.91,0.96
14,ID-YO,Daerah Istimewa Yogyakarta,291,8,128,155,16092,349,10648,5095,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,80.14,4431.82,2.20,96.12,2.17%,66.17%,0.91,1.60
14,ID-GO,Gorontalo,43,0,24,19,4054,106,3686,262,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,36.42,3433.70,0.00,89.78,2.61%,90.92%,,1.00
14,ID-JA,Jambi,80,0,1,79,3807,59,2649,1099,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,22.90,1089.78,0.00,16.89,1.55%,69.58%,1.03,0.00
14,ID-JB,Jawa Barat,2201,11,1349,841,104541,1267,86327,16947,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,48.74,2314.83,0.24,28.05,1.21%,82.58%,1.25,1.00
14,ID-JT,Jawa Tengah,1497,88,1140,269,97059,4054,65509,27496,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,41.17,2669.09,2.42,111.48,4.18%,67.49%,1.01,0.94
14,ID-JI,Jawa Timur,981,69,778,134,96045,6716,82331,6998,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,24.23,2372.71,1.70,165.91,6.99%,85.72%,1.20,0.97
14,ID-KB,Kalimantan Barat,25,0,23,2,3441,28,3116,297,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,4.61,634.54,0.00,5.16,0.81%,90.56%,0.76,1.00
14,ID-KS,Kalimantan Selatan,101,2,75,24,16397,605,14640,1152,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,25.11,4075.76,0.50,150.38,3.69%,89.28%,1.46,1.00
14,ID-KT,Kalimantan Tengah,71,0,0,71,10719,201,5054,5464,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,27.62,4170.35,0.00,78.20,1.88%,47.15%,0.96,1.00
14,ID-KI,Kalimantan Timur,407,13,257,137,31990,843,25926,5221,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,114.58,9005.71,3.66,237.32,2.64%,81.04%,0.80,4.33
14,ID-KU,Kalimantan Utara,79,0,0,79,5352,64,2292,2996,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,121.84,8254.07,0.00,98.70,1.20%,42.83%,0.59,1.00
14,ID-BB,Kepulauan Bangka Belitung,62,2,73,-13,3282,58,2552,672,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,44.94,2378.66,1.45,42.04,1.77%,77.76%,0.70,0.67
14,ID-KR,Kepulauan Riau,51,1,62,-12,7436,183,6694,559,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,26.43,3854.05,0.52,94.85,2.46%,90.02%,1.82,0.50
14,ID-LA,Lampung,96,13,99,-16,7745,399,5350,1996,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,10.55,851.51,1.43,43.87,5.15%,69.08%,0.89,0.76
14,ID-MA,Maluku,4,0,5,-1,5955,74,4801,1080,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,2.17,3223.98,0.00,40.06,1.24%,80.62%,,1.00
14,ID-MU,Maluku Utara,24,0,19,5,3050,94,2568,388,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,18.35,2332.16,0.00,71.88,3.08%,84.20%,0.44,1.00
14,ID-NB,Nusa Tenggara Barat,83,0,0,83,6353,263,3979,2111,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,15.75,1205.45,0.00,49.90,4.14%,62.63%,2.52,1.00
14,ID-NT,Nusa Tenggara Timur,56,6,9,41,2802,79,1592,1131,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,10.35,517.80,1.11,14.60,2.82%,56.82%,0.33,1.50
14,ID-PA,Papua,50,1,8,41,13878,158,8129,5591,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,11.52,3197.44,0.23,36.40,1.14%,58.57%,0.82,0.50
14,ID-PB,Papua Barat,14,0,5,9,6284,105,5715,464,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,12.27,5508.89,0.00,92.05,1.67%,90.95%,0.58,0.00
14,ID-RI,Riau,93,1,119,-27,26917,628,24685,1604,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,15.31,4431.44,0.16,103.39,2.33%,91.71%,0.67,0.20
14,ID-SR,Sulawesi Barat,143,3,3,137,2529,57,1693,779,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,91.67,1621.17,1.92,36.54,2.25%,66.94%,7.94,3.00
14,ID-SN,Sulawesi Selatan,640,7,493,140,39054,666,33434,4954,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,67.89,4142.83,0.74,70.65,1.71%,85.61%,0.99,1.00
14,ID-ST,Sulawesi Tengah,107,4,107,-4,5237,143,2909,2185,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,36.20,1771.91,1.35,48.38,2.73%,55.55%,0.95,
14,ID-SG,Sulawesi Tenggara,72,2,25,45,8662,168,7153,1341,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,27.32,3286.71,0.76,63.75,1.94%,82.58%,0.79,2.00
14,ID-SA,Sulawesi Utara,100,3,99,-2,10893,350,7912,2631,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,37.85,4123.19,1.14,132.48,3.21%,72.63%,1.06,3.00
14,ID-SB,Sumatera Barat,269,3,39,227,25059,556,18386,6117,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,48.74,4540.29,0.54,100.74,2.22%,73.37%,1.58,0.75
14,ID-SS,Sumatera Selatan,98,1,38,59,12822,624,10310,1888,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.93,1560.32,0.12,75.94,4.87%,80.41%,1.23,0.50
14,ID-SU,Sumatera Utara,89,2,93,-6,19397,707,16632,2058,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.98,1304.01,0.13,47.53,3.64%,85.75%,0.93,0.50
15,ID-AC,Aceh,16,1,36,-21,9018,372,7350,1296,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,3.05,1718.61,0.19,70.89,4.13%,81.50%,1.45,0.50
15,ID-BA,Bali,311,0,0,311,20711,558,12768,7385,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,73.76,4912.28,0.00,132.35,2.69%,61.65%,1.05,1.00
15,ID-BT,Banten,281,0,59,222,21570,419,11026,10125,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,26.21,2011.68,0.00,39.08,1.94%,51.12%,1.17,0.00
15,ID-BE,Bengkulu,27,0,75,-48,4191,133,3773,285,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,13.50,2095.98,0.00,66.52,3.17%,90.03%,1.59,0.00
15,ID-JK,DKI Jakarta,2541,35,2490,16,220434,3673,196122,20639,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,234.28,20323.72,3.23,338.65,1.67%,88.97%,0.80,0.81
15,ID-YO,Daerah Istimewa Yogyakarta,262,18,248,-4,16354,367,10896,5091,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,72.16,4503.97,4.96,101.07,2.24%,66.63%,0.90,2.25
15,ID-GO,Gorontalo,3,0,4,-1,4057,106,3690,261,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,2.54,3436.24,0.00,89.78,2.61%,90.95%,0.07,1.00
15,ID-JA,Jambi,51,0,39,12,3858,59,2688,1111,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,14.60,1104.38,0.00,16.89,1.53%,69.67%,0.64,1.00
15,ID-JB,Jawa Barat,3095,27,1095,1973,107636,1294,87422,18920,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,68.53,2383.37,0.60,28.65,1.20%,81.22%,1.41,2.45
15,ID-JT,Jawa Tengah,1993,32,763,1198,99052,4086,66272,28694,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,54.81,2723.90,0.88,112.36,4.13%,66.91%,1.33,0.36
15,ID-JI,Jawa Timur,1198,63,868,267,97243,6779,83199,7265,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,29.60,2402.31,1.56,167.47,6.97%,85.56%,1.22,0.91
15,ID-KB,Kalimantan Barat,34,0,25,9,3475,28,3141,306,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,6.27,640.81,0.00,5.16,0.81%,90.39%,1.36,1.00
15,ID-KS,Kalimantan Selatan,107,1,77,29,16504,606,14717,1181,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,26.60,4102.36,0.25,150.63,3.67%,89.17%,1.06,0.50
15,ID-KT,Kalimantan Tengah,84,0,0,84,10803,201,5054,5548,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,32.68,4203.03,0.00,78.20,1.86%,46.78%,1.18,1.00
15,ID-KI,Kalimantan Timur,598,9,295,294,32588,852,26221,5515,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,168.35,9174.06,2.53,239.85,2.61%,80.46%,1.47,0.69
15,ID-KU,Kalimantan Utara,62,0,0,62,5414,64,2292,3058,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,95.62,8349.69,0.00,98.70,1.18%,42.33%,0.78,1.00
15,ID-BB,Kepulauan Bangka Belitung,45,3,77,-35,3327,61,2629,637,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,32.61,2411.28,2.17,44.21,1.83%,79.02%,0.73,1.50
15,ID-KR,Kepulauan Riau,26,1,13,12,7462,184,6707,571,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,13.48,3867.52,0.52,95.37,2.47%,89.88%,0.51,1.00
15,ID-LA,Lampung,166,5,81,80,7911,404,5431,2076,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,18.25,869.76,0.55,44.42,5.11%,68.65%,1.73,0.38
15,ID-MA,Maluku,46,4,41,1,6001,78,4842,1081,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,24.90,3248.88,2.17,42.23,1.30%,80.69%,11.50,
15,ID-MU,Maluku Utara,25,0,12,13,3075,94,2580,401,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,19.12,2351.27,0.00,71.88,3.06%,83.90%,1.04,1.00
15,ID-NB,Nusa Tenggara Barat,58,0,1,57,6411,263,3980,2168,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,11.01,1216.45,0.00,49.90,4.10%,62.08%,0.70,1.00
15,ID-NT,Nusa Tenggara Timur,57,1,24,32,2859,80,1616,1163,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,10.53,528.34,0.18,14.78,2.80%,56.52%,1.02,0.17
15,ID-PA,Papua,99,0,9,90,13977,158,8138,5681,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,22.81,3220.25,0.00,36.40,1.13%,58.22%,1.98,0.00
15,ID-PB,Papua Barat,20,0,12,8,6304,105,5727,472,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,17.53,5526.43,0.00,92.05,1.67%,90.85%,1.43,1.00
15,ID-RI,Riau,170,2,186,-18,27087,630,24871,1586,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,27.99,4459.43,0.33,103.72,2.33%,91.82%,1.83,2.00
15,ID-SR,Sulawesi Barat,2,0,1,1,2531,57,1694,780,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,1622.45,0.00,36.54,2.25%,66.93%,0.01,0.00
15,ID-SN,Sulawesi Selatan,649,8,569,72,39703,674,34003,5026,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,68.85,4211.68,0.85,71.50,1.70%,85.64%,1.01,1.14
15,ID-ST,Sulawesi Tengah,248,1,121,126,5485,144,3030,2311,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,83.91,1855.82,0.34,48.72,2.63%,55.24%,2.32,0.25
15,ID-SG,Sulawesi Tenggara,35,0,27,8,8697,168,7180,1349,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,13.28,3299.99,0.00,63.75,1.93%,82.56%,0.49,0.00
15,ID-SA,Sulawesi Utara,128,0,47,81,11021,350,7959,2712,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,48.45,4171.64,0.00,132.48,3.18%,72.22%,1.28,0.00
15,ID-SB,Sumatera Barat,191,5,33,153,25250,561,18419,6270,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,34.61,4574.90,0.91,101.64,2.22%,72.95%,0.71,1.67
15,ID-SS,Sumatera Selatan,92,4,61,27,12914,628,10371,1915,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.20,1571.51,0.49,76.42,4.86%,80.31%,0.94,4.00
15,ID-SU,Sumatera Utara,98,0,83,15,19495,707,16715,2073,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.59,1310.60,0.00,47.53,3.63%,85.74%,1.10,0.00
16,ID-AC,Aceh,17,1,1,15,9035,373,7351,1311,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,3.24,1721.85,0.19,71.08,4.13%,81.36%,1.06,1.00
16,ID-BA,Bali,319,0,0,319,21030,558,12768,7704,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,75.66,4987.94,0.00,132.35,2.65%,60.71%,1.03,1.00
16,ID-BT,Banten,257,4,13,240,21827,423,11039,10365,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,23.97,2035.65,0.37,39.45,1.94%,50.57%,0.91,
16,ID-BE,Bengkulu,35,0,50,-15,4226,133,3823,270,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,17.50,2113.49,0.00,66.52,3.15%,90.46%,1.30,1.00
16,ID-JK,DKI Jakarta,3536,32,1772,1732,223970,3705,197894,22371,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,326.01,20649.73,2.95,341.60,1.65%,88.36%,1.39,0.91
16,ID-YO,Daerah Istimewa Yogyakarta,302,12,298,-8,16656,379,11194,5083,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,83.17,4587.15,3.30,104.38,2.28%,67.21%,1.15,0.67
16,ID-GO,Gorontalo,8,0,0,8,4065,106,3690,269,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,6.78,3443.02,0.00,89.78,2.61%,90.77%,2.67,1.00
16,ID-JA,Jambi,36,2,3,31,3894,61,2691,1142,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,10.31,1114.69,0.57,17.46,1.57%,69.11%,0.71,
16,ID-JB,Jawa Barat,3460,42,2143,1275,111096,1336,89565,20195,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,76.61,2459.98,0.93,29.58,1.20%,80.62%,1.12,1.56
16,ID-JT,Jawa Tengah,1997,43,820,1134,101049,4129,67092,29828,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,54.92,2778.81,1.18,113.55,4.09%,66.40%,1.00,1.34
16,ID-JI,Jawa Timur,1160,54,731,375,98403,6833,83930,7640,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,28.66,2430.96,1.33,168.80,6.94%,85.29%,0.97,0.86
16,ID-KB,Kalimantan Barat,56,0,29,27,3531,28,3170,333,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,10.33,651.14,0.00,5.16,0.79%,89.78%,1.65,1.00
16,ID-KS,Kalimantan Selatan,108,3,76,29,16612,609,14793,1210,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,26.85,4129.21,0.75,151.38,3.67%,89.05%,1.01,3.00
16,ID-KT,Kalimantan Tengah,97,0,0,97,10900,201,5054,5645,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,37.74,4240.77,0.00,78.20,1.84%,46.37%,1.15,1.00
16,ID-KI,Kalimantan Timur,570,8,305,257,33158,860,26526,5772,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,160.46,9334.52,2.25,242.10,2.59%,80.00%,0.95,0.89
16,ID-KU,Kalimantan Utara,191,0,0,191,5605,64,2292,3249,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,294.57,8644.26,0.00,98.70,1.14%,40.89%,3.08,1.00
16,ID-BB,Kepulauan Bangka Belitung,69,1,43,25,3396,62,2672,662,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,50.01,2461.29,0.72,44.94,1.83%,78.68%,1.53,0.33
16,ID-KR,Kepulauan Riau,63,0,5,58,7525,184,6712,629,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,32.65,3900.18,0.00,95.37,2.45%,89.20%,2.42,0.00
16,ID-LA,Lampung,114,8,54,52,8025,412,5485,2128,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,12.53,882.30,0.88,45.30,5.13%,68.35%,0.69,1.60
16,ID-MA,Maluku,38,2,40,-4,6039,80,4882,1077,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,20.57,3269.45,1.08,43.31,1.32%,80.84%,0.83,0.50
